NIR_No,Rows,year,test,loc,cross,plant_no,color,bar_code
NIR-08246,60,2021,LU 5 Late-2,CAS,34,N19-1457,2,2021_CAS_LU 5 Late-2_34_N19-1457_2_NIR-08246
NIR-08245,19,2021,LU 5 Late-2,CAS,34,N19-1457,1,2021_CAS_LU 5 Late-2_34_N19-1457_1_NIR-08245
NIR-08244,102,2021,LU 5 Late-2,CAS,33,N19-1345,3,2021_CAS_LU 5 Late-2_33_N19-1345_3_NIR-08244
NIR-08243,80,2021,LU 5 Late-2,CAS,33,N19-1345,2,2021_CAS_LU 5 Late-2_33_N19-1345_2_NIR-08243
NIR-08242,21,2021,LU 5 Late-2,CAS,33,N19-1345,1,2021_CAS_LU 5 Late-2_33_N19-1345_1_NIR-08242
NIR-08241,87,2021,LU 5 Late-2,CAS,32,N19-1240,3,2021_CAS_LU 5 Late-2_32_N19-1240_3_NIR-08241
NIR-08240,61,2021,LU 5 Late-2,CAS,32,N19-1240,2,2021_CAS_LU 5 Late-2_32_N19-1240_2_NIR-08240
NIR-08239,27,2021,LU 5 Late-2,CAS,32,N19-1240,1,2021_CAS_LU 5 Late-2_32_N19-1240_1_NIR-08239
NIR-08238,88,2021,LU 5 Late-2,CAS,31,N19-1221,3,2021_CAS_LU 5 Late-2_31_N19-1221_3_NIR-08238
NIR-08237,54,2021,LU 5 Late-2,CAS,31,N19-1221,2,2021_CAS_LU 5 Late-2_31_N19-1221_2_NIR-08237
NIR-08236,28,2021,LU 5 Late-2,CAS,31,N19-1221,1,2021_CAS_LU 5 Late-2_31_N19-1221_1_NIR-08236
NIR-08235,108,2021,LU 5 Late-2,CAS,30,N19-1117,3,2021_CAS_LU 5 Late-2_30_N19-1117_3_NIR-08235
NIR-08234,73,2021,LU 5 Late-2,CAS,30,N19-1117,2,2021_CAS_LU 5 Late-2_30_N19-1117_2_NIR-08234
NIR-08233,40,2021,LU 5 Late-2,CAS,30,N19-1117,1,2021_CAS_LU 5 Late-2_30_N19-1117_1_NIR-08233
NIR-08232,109,2021,LU 5 Late-2,CAS,29,N19-1095,3,2021_CAS_LU 5 Late-2_29_N19-1095_3_NIR-08232
NIR-08231,48,2021,LU 5 Late-2,CAS,29,N19-1095,2,2021_CAS_LU 5 Late-2_29_N19-1095_2_NIR-08231
NIR-08230,6,2021,LU 5 Late-2,CAS,29,N19-1095,1,2021_CAS_LU 5 Late-2_29_N19-1095_1_NIR-08230
NIR-08229,95,2021,LU 5 Late-2,CAS,28,N19-1089,3,2021_CAS_LU 5 Late-2_28_N19-1089_3_NIR-08229
NIR-08228,70,2021,LU 5 Late-2,CAS,28,N19-1089,2,2021_CAS_LU 5 Late-2_28_N19-1089_2_NIR-08228
NIR-08227,3,2021,LU 5 Late-2,CAS,28,N19-1089,1,2021_CAS_LU 5 Late-2_28_N19-1089_1_NIR-08227
NIR-08226,92,2021,LU 5 Late-2,CAS,27,N19-1087,3,2021_CAS_LU 5 Late-2_27_N19-1087_3_NIR-08226
NIR-08225,75,2021,LU 5 Late-2,CAS,27,N19-1087,2,2021_CAS_LU 5 Late-2_27_N19-1087_2_NIR-08225
NIR-08224,17,2021,LU 5 Late-2,CAS,27,N19-1087,1,2021_CAS_LU 5 Late-2_27_N19-1087_1_NIR-08224
NIR-08223,118,2021,LU 5 Late-2,CAS,26,N19-1081,3,2021_CAS_LU 5 Late-2_26_N19-1081_3_NIR-08223
NIR-08222,41,2021,LU 5 Late-2,CAS,26,N19-1081,2,2021_CAS_LU 5 Late-2_26_N19-1081_2_NIR-08222
NIR-08221,16,2021,LU 5 Late-2,CAS,26,N19-1081,1,2021_CAS_LU 5 Late-2_26_N19-1081_1_NIR-08221
NIR-08220,93,2021,LU 5 Late-2,CAS,25,N19-0880,3,2021_CAS_LU 5 Late-2_25_N19-0880_3_NIR-08220
NIR-08219,58,2021,LU 5 Late-2,CAS,25,N19-0880,2,2021_CAS_LU 5 Late-2_25_N19-0880_2_NIR-08219
NIR-08218,32,2021,LU 5 Late-2,CAS,25,N19-0880,1,2021_CAS_LU 5 Late-2_25_N19-0880_1_NIR-08218
NIR-08217,116,2021,LU 5 Late-2,CAS,24,N19-0833,3,2021_CAS_LU 5 Late-2_24_N19-0833_3_NIR-08217
NIR-08216,57,2021,LU 5 Late-2,CAS,24,N19-0833,2,2021_CAS_LU 5 Late-2_24_N19-0833_2_NIR-08216
NIR-08215,13,2021,LU 5 Late-2,CAS,24,N19-0833,1,2021_CAS_LU 5 Late-2_24_N19-0833_1_NIR-08215
NIR-08214,82,2021,LU 5 Late-2,CAS,23,N19-0830,3,2021_CAS_LU 5 Late-2_23_N19-0830_3_NIR-08214
NIR-08213,44,2021,LU 5 Late-2,CAS,23,N19-0830,2,2021_CAS_LU 5 Late-2_23_N19-0830_2_NIR-08213
NIR-08212,39,2021,LU 5 Late-2,CAS,23,N19-0830,1,2021_CAS_LU 5 Late-2_23_N19-0830_1_NIR-08212
NIR-08211,86,2021,LU 5 Late-2,CAS,22,N19-0811,3,2021_CAS_LU 5 Late-2_22_N19-0811_3_NIR-08211
NIR-08210,62,2021,LU 5 Late-2,CAS,22,N19-0811,2,2021_CAS_LU 5 Late-2_22_N19-0811_2_NIR-08210
NIR-08209,20,2021,LU 5 Late-2,CAS,22,N19-0811,1,2021_CAS_LU 5 Late-2_22_N19-0811_1_NIR-08209
NIR-08208,84,2021,LU 5 Late-2,CAS,21,N19-0809,3,2021_CAS_LU 5 Late-2_21_N19-0809_3_NIR-08208
NIR-08207,65,2021,LU 5 Late-2,CAS,21,N19-0809,2,2021_CAS_LU 5 Late-2_21_N19-0809_2_NIR-08207
NIR-08206,33,2021,LU 5 Late-2,CAS,21,N19-0809,1,2021_CAS_LU 5 Late-2_21_N19-0809_1_NIR-08206
NIR-08205,98,2021,LU 5 Late-2,CAS,20,N19-0563,3,2021_CAS_LU 5 Late-2_20_N19-0563_3_NIR-08205
NIR-08204,77,2021,LU 5 Late-2,CAS,20,N19-0563,2,2021_CAS_LU 5 Late-2_20_N19-0563_2_NIR-08204
NIR-08203,1,2021,LU 5 Late-2,CAS,20,N19-0563,1,2021_CAS_LU 5 Late-2_20_N19-0563_1_NIR-08203
NIR-08202,107,2021,LU 5 Late-2,CAS,19,N19-0555,3,2021_CAS_LU 5 Late-2_19_N19-0555_3_NIR-08202
NIR-08201,68,2021,LU 5 Late-2,CAS,19,N19-0555,2,2021_CAS_LU 5 Late-2_19_N19-0555_2_NIR-08201
NIR-08200,36,2021,LU 5 Late-2,CAS,19,N19-0555,1,2021_CAS_LU 5 Late-2_19_N19-0555_1_NIR-08200
NIR-08199,119,2021,LU 5 Late-2,CAS,18,N19-0553,3,2021_CAS_LU 5 Late-2_18_N19-0553_3_NIR-08199
NIR-08198,67,2021,LU 5 Late-2,CAS,18,N19-0553,2,2021_CAS_LU 5 Late-2_18_N19-0553_2_NIR-08198
NIR-08197,25,2021,LU 5 Late-2,CAS,18,N19-0553,1,2021_CAS_LU 5 Late-2_18_N19-0553_1_NIR-08197
NIR-08196,112,2021,LU 5 Late-2,CAS,17,N19-0540,3,2021_CAS_LU 5 Late-2_17_N19-0540_3_NIR-08196
NIR-08195,52,2021,LU 5 Late-2,CAS,17,N19-0540,2,2021_CAS_LU 5 Late-2_17_N19-0540_2_NIR-08195
NIR-08194,37,2021,LU 5 Late-2,CAS,17,N19-0540,1,2021_CAS_LU 5 Late-2_17_N19-0540_1_NIR-08194
NIR-08193,115,2021,LU 5 Late-2,CAS,16,N19-0526,3,2021_CAS_LU 5 Late-2_16_N19-0526_3_NIR-08193
NIR-08192,64,2021,LU 5 Late-2,CAS,16,N19-0526,2,2021_CAS_LU 5 Late-2_16_N19-0526_2_NIR-08192
NIR-08191,23,2021,LU 5 Late-2,CAS,16,N19-0526,1,2021_CAS_LU 5 Late-2_16_N19-0526_1_NIR-08191
NIR-08190,85,2021,LU 5 Late-2,CAS,15,N19-0503,3,2021_CAS_LU 5 Late-2_15_N19-0503_3_NIR-08190
NIR-08189,63,2021,LU 5 Late-2,CAS,15,N19-0503,2,2021_CAS_LU 5 Late-2_15_N19-0503_2_NIR-08189
NIR-08188,38,2021,LU 5 Late-2,CAS,15,N19-0503,1,2021_CAS_LU 5 Late-2_15_N19-0503_1_NIR-08188
NIR-08187,91,2021,LU 5 Late-2,CAS,14,N19-0497,3,2021_CAS_LU 5 Late-2_14_N19-0497_3_NIR-08187
NIR-08186,74,2021,LU 5 Late-2,CAS,14,N19-0497,2,2021_CAS_LU 5 Late-2_14_N19-0497_2_NIR-08186
NIR-08185,18,2021,LU 5 Late-2,CAS,14,N19-0497,1,2021_CAS_LU 5 Late-2_14_N19-0497_1_NIR-08185
NIR-08184,114,2021,LU 5 Late-2,CAS,13,N19-0463,3,2021_CAS_LU 5 Late-2_13_N19-0463_3_NIR-08184
NIR-08183,76,2021,LU 5 Late-2,CAS,13,N19-0463,2,2021_CAS_LU 5 Late-2_13_N19-0463_2_NIR-08183
NIR-08182,11,2021,LU 5 Late-2,CAS,13,N19-0463,1,2021_CAS_LU 5 Late-2_13_N19-0463_1_NIR-08182
NIR-08181,90,2021,LU 5 Late-2,CAS,12,N19-0398,3,2021_CAS_LU 5 Late-2_12_N19-0398_3_NIR-08181
NIR-08180,56,2021,LU 5 Late-2,CAS,12,N19-0398,2,2021_CAS_LU 5 Late-2_12_N19-0398_2_NIR-08180
NIR-08179,9,2021,LU 5 Late-2,CAS,12,N19-0398,1,2021_CAS_LU 5 Late-2_12_N19-0398_1_NIR-08179
NIR-08178,99,2021,LU 5 Late-2,CAS,11,N19-0392,3,2021_CAS_LU 5 Late-2_11_N19-0392_3_NIR-08178
NIR-08177,79,2021,LU 5 Late-2,CAS,11,N19-0392,2,2021_CAS_LU 5 Late-2_11_N19-0392_2_NIR-08177
NIR-08176,10,2021,LU 5 Late-2,CAS,11,N19-0392,1,2021_CAS_LU 5 Late-2_11_N19-0392_1_NIR-08176
NIR-08175,117,2021,LU 5 Late-2,CAS,10,N19-0236,3,2021_CAS_LU 5 Late-2_10_N19-0236_3_NIR-08175
NIR-08174,45,2021,LU 5 Late-2,CAS,10,N19-0236,2,2021_CAS_LU 5 Late-2_10_N19-0236_2_NIR-08174
NIR-08173,22,2021,LU 5 Late-2,CAS,10,N19-0236,1,2021_CAS_LU 5 Late-2_10_N19-0236_1_NIR-08173
NIR-08172,81,2021,LU 5 Late-2,CAS,9,N19-0230,3,2021_CAS_LU 5 Late-2_9_N19-0230_3_NIR-08172
NIR-08171,47,2021,LU 5 Late-2,CAS,9,N19-0230,2,2021_CAS_LU 5 Late-2_9_N19-0230_2_NIR-08171
NIR-08170,14,2021,LU 5 Late-2,CAS,9,N19-0230,1,2021_CAS_LU 5 Late-2_9_N19-0230_1_NIR-08170
NIR-08169,103,2021,LU 5 Late-2,CAS,8,N19-0228,3,2021_CAS_LU 5 Late-2_8_N19-0228_3_NIR-08169
NIR-08168,51,2021,LU 5 Late-2,CAS,8,N19-0228,2,2021_CAS_LU 5 Late-2_8_N19-0228_2_NIR-08168
NIR-08167,7,2021,LU 5 Late-2,CAS,8,N19-0228,1,2021_CAS_LU 5 Late-2_8_N19-0228_1_NIR-08167
NIR-08166,89,2021,LU 5 Late-2,CAS,7,N19-0227,3,2021_CAS_LU 5 Late-2_7_N19-0227_3_NIR-08166
NIR-08165,50,2021,LU 5 Late-2,CAS,7,N19-0227,2,2021_CAS_LU 5 Late-2_7_N19-0227_2_NIR-08165
NIR-08164,24,2021,LU 5 Late-2,CAS,7,N19-0227,1,2021_CAS_LU 5 Late-2_7_N19-0227_1_NIR-08164
NIR-08163,106,2021,LU 5 Late-2,CAS,6,N19-0213,3,2021_CAS_LU 5 Late-2_6_N19-0213_3_NIR-08163
NIR-08162,42,2021,LU 5 Late-2,CAS,6,N19-0213,2,2021_CAS_LU 5 Late-2_6_N19-0213_2_NIR-08162
NIR-08161,12,2021,LU 5 Late-2,CAS,6,N19-0213,1,2021_CAS_LU 5 Late-2_6_N19-0213_1_NIR-08161
NIR-08160,100,2021,LU 5 Late-2,CAS,5,N19-0191,3,2021_CAS_LU 5 Late-2_5_N19-0191_3_NIR-08160
NIR-08159,69,2021,LU 5 Late-2,CAS,5,N19-0191,2,2021_CAS_LU 5 Late-2_5_N19-0191_2_NIR-08159
NIR-08158,31,2021,LU 5 Late-2,CAS,5,N19-0191,1,2021_CAS_LU 5 Late-2_5_N19-0191_1_NIR-08158
NIR-08157,120,2021,LU 5 Late-2,CAS,4,N19-0185,3,2021_CAS_LU 5 Late-2_4_N19-0185_3_NIR-08157
NIR-08156,49,2021,LU 5 Late-2,CAS,4,N19-0185,2,2021_CAS_LU 5 Late-2_4_N19-0185_2_NIR-08156
NIR-08155,30,2021,LU 5 Late-2,CAS,4,N19-0185,1,2021_CAS_LU 5 Late-2_4_N19-0185_1_NIR-08155
NIR-08154,96,2021,LU 5 Late-2,CAS,3,N19-0182,3,2021_CAS_LU 5 Late-2_3_N19-0182_3_NIR-08154
NIR-08153,71,2021,LU 5 Late-2,CAS,3,N19-0182,2,2021_CAS_LU 5 Late-2_3_N19-0182_2_NIR-08153
NIR-08152,5,2021,LU 5 Late-2,CAS,3,N19-0182,1,2021_CAS_LU 5 Late-2_3_N19-0182_1_NIR-08152
NIR-08151,94,2021,LU 5 Late-2,CAS,2,N19-0127,3,2021_CAS_LU 5 Late-2_2_N19-0127_3_NIR-08151
NIR-08150,46,2021,LU 5 Late-2,CAS,2,N19-0127,2,2021_CAS_LU 5 Late-2_2_N19-0127_2_NIR-08150
NIR-08149,29,2021,LU 5 Late-2,CAS,2,N19-0127,1,2021_CAS_LU 5 Late-2_2_N19-0127_1_NIR-08149
NIR-08148,110,2021,LU 5 Late-2,CAS,1,N19-0091,3,2021_CAS_LU 5 Late-2_1_N19-0091_3_NIR-08148
NIR-08147,55,2021,LU 5 Late-2,CAS,1,N19-0091,2,2021_CAS_LU 5 Late-2_1_N19-0091_2_NIR-08147
NIR-08146,26,2021,LU 5 Late-2,CAS,1,N19-0091,1,2021_CAS_LU 5 Late-2_1_N19-0091_1_NIR-08146
NIR-08385,81,2021,LU 5 Late-2,PLY,40,N16-590,3,2021_PLY_LU 5 Late-2_40_N16-590_3_NIR-08385
NIR-08384,62,2021,LU 5 Late-2,PLY,40,N16-590,2,2021_PLY_LU 5 Late-2_40_N16-590_2_NIR-08384
NIR-08383,13,2021,LU 5 Late-2,PLY,40,N16-590,1,2021_PLY_LU 5 Late-2_40_N16-590_1_NIR-08383
NIR-08382,88,2021,LU 5 Late-2,PLY,39,N10-687,3,2021_PLY_LU 5 Late-2_39_N10-687_3_NIR-08382
NIR-08381,58,2021,LU 5 Late-2,PLY,39,N10-687,2,2021_PLY_LU 5 Late-2_39_N10-687_2_NIR-08381
NIR-08380,26,2021,LU 5 Late-2,PLY,39,N10-687,1,2021_PLY_LU 5 Late-2_39_N10-687_1_NIR-08380
NIR-08379,106,2021,LU 5 Late-2,PLY,38,Dunphy,3,2021_PLY_LU 5 Late-2_38_Dunphy_3_NIR-08379
NIR-08378,41,2021,LU 5 Late-2,PLY,38,Dunphy,2,2021_PLY_LU 5 Late-2_38_Dunphy_2_NIR-08378
NIR-08377,34,2021,LU 5 Late-2,PLY,38,Dunphy,1,2021_PLY_LU 5 Late-2_38_Dunphy_1_NIR-08377
NIR-08376,82,2021,LU 5 Late-2,PLY,37,Miller,3,2021_PLY_LU 5 Late-2_37_Miller_3_NIR-08376
NIR-08375,42,2021,LU 5 Late-2,PLY,37,Miller,2,2021_PLY_LU 5 Late-2_37_Miller_2_NIR-08375
NIR-08374,19,2021,LU 5 Late-2,PLY,37,Miller,1,2021_PLY_LU 5 Late-2_37_Miller_1_NIR-08374
NIR-08373,105,2021,LU 5 Late-2,PLY,36,Osage,3,2021_PLY_LU 5 Late-2_36_Osage_3_NIR-08373
NIR-08372,68,2021,LU 5 Late-2,PLY,36,Osage,2,2021_PLY_LU 5 Late-2_36_Osage_2_NIR-08372
NIR-08371,7,2021,LU 5 Late-2,PLY,36,Osage,1,2021_PLY_LU 5 Late-2_36_Osage_1_NIR-08371
NIR-08370,108,2021,LU 5 Late-2,PLY,35,N19-1458,3,2021_PLY_LU 5 Late-2_35_N19-1458_3_NIR-08370
NIR-08369,43,2021,LU 5 Late-2,PLY,35,N19-1458,2,2021_PLY_LU 5 Late-2_35_N19-1458_2_NIR-08369
NIR-08368,4,2021,LU 5 Late-2,PLY,35,N19-1458,1,2021_PLY_LU 5 Late-2_35_N19-1458_1_NIR-08368
NIR-08367,118,2021,LU 5 Late-2,PLY,34,N19-1457,3,2021_PLY_LU 5 Late-2_34_N19-1457_3_NIR-08367
NIR-08366,79,2021,LU 5 Late-2,PLY,34,N19-1457,2,2021_PLY_LU 5 Late-2_34_N19-1457_2_NIR-08366
NIR-08365,21,2021,LU 5 Late-2,PLY,34,N19-1457,1,2021_PLY_LU 5 Late-2_34_N19-1457_1_NIR-08365
NIR-08364,116,2021,LU 5 Late-2,PLY,33,N19-1345,3,2021_PLY_LU 5 Late-2_33_N19-1345_3_NIR-08364
NIR-08363,69,2021,LU 5 Late-2,PLY,33,N19-1345,2,2021_PLY_LU 5 Late-2_33_N19-1345_2_NIR-08363
NIR-08362,14,2021,LU 5 Late-2,PLY,33,N19-1345,1,2021_PLY_LU 5 Late-2_33_N19-1345_1_NIR-08362
NIR-08361,113,2021,LU 5 Late-2,PLY,32,N19-1240,3,2021_PLY_LU 5 Late-2_32_N19-1240_3_NIR-08361
NIR-08360,63,2021,LU 5 Late-2,PLY,32,N19-1240,2,2021_PLY_LU 5 Late-2_32_N19-1240_2_NIR-08360
NIR-08359,38,2021,LU 5 Late-2,PLY,32,N19-1240,1,2021_PLY_LU 5 Late-2_32_N19-1240_1_NIR-08359
NIR-08358,101,2021,LU 5 Late-2,PLY,31,N19-1221,3,2021_PLY_LU 5 Late-2_31_N19-1221_3_NIR-08358
NIR-08357,75,2021,LU 5 Late-2,PLY,31,N19-1221,2,2021_PLY_LU 5 Late-2_31_N19-1221_2_NIR-08357
NIR-08356,30,2021,LU 5 Late-2,PLY,31,N19-1221,1,2021_PLY_LU 5 Late-2_31_N19-1221_1_NIR-08356
NIR-08355,115,2021,LU 5 Late-2,PLY,30,N19-1117,3,2021_PLY_LU 5 Late-2_30_N19-1117_3_NIR-08355
NIR-08354,74,2021,LU 5 Late-2,PLY,30,N19-1117,2,2021_PLY_LU 5 Late-2_30_N19-1117_2_NIR-08354
NIR-08353,22,2021,LU 5 Late-2,PLY,30,N19-1117,1,2021_PLY_LU 5 Late-2_30_N19-1117_1_NIR-08353
NIR-08352,114,2021,LU 5 Late-2,PLY,29,N19-1095,3,2021_PLY_LU 5 Late-2_29_N19-1095_3_NIR-08352
NIR-08351,49,2021,LU 5 Late-2,PLY,29,N19-1095,2,2021_PLY_LU 5 Late-2_29_N19-1095_2_NIR-08351
NIR-08350,15,2021,LU 5 Late-2,PLY,29,N19-1095,1,2021_PLY_LU 5 Late-2_29_N19-1095_1_NIR-08350
NIR-08349,120,2021,LU 5 Late-2,PLY,28,N19-1089,3,2021_PLY_LU 5 Late-2_28_N19-1089_3_NIR-08349
NIR-08348,59,2021,LU 5 Late-2,PLY,28,N19-1089,2,2021_PLY_LU 5 Late-2_28_N19-1089_2_NIR-08348
NIR-08347,18,2021,LU 5 Late-2,PLY,28,N19-1089,1,2021_PLY_LU 5 Late-2_28_N19-1089_1_NIR-08347
NIR-08346,89,2021,LU 5 Late-2,PLY,27,N19-1087,3,2021_PLY_LU 5 Late-2_27_N19-1087_3_NIR-08346
NIR-08345,46,2021,LU 5 Late-2,PLY,27,N19-1087,2,2021_PLY_LU 5 Late-2_27_N19-1087_2_NIR-08345
NIR-08344,10,2021,LU 5 Late-2,PLY,27,N19-1087,1,2021_PLY_LU 5 Late-2_27_N19-1087_1_NIR-08344
NIR-08343,99,2021,LU 5 Late-2,PLY,26,N19-1081,3,2021_PLY_LU 5 Late-2_26_N19-1081_3_NIR-08343
NIR-08342,64,2021,LU 5 Late-2,PLY,26,N19-1081,2,2021_PLY_LU 5 Late-2_26_N19-1081_2_NIR-08342
NIR-08341,2,2021,LU 5 Late-2,PLY,26,N19-1081,1,2021_PLY_LU 5 Late-2_26_N19-1081_1_NIR-08341
NIR-08340,87,2021,LU 5 Late-2,PLY,25,N19-0880,3,2021_PLY_LU 5 Late-2_25_N19-0880_3_NIR-08340
NIR-08339,61,2021,LU 5 Late-2,PLY,25,N19-0880,2,2021_PLY_LU 5 Late-2_25_N19-0880_2_NIR-08339
NIR-08338,32,2021,LU 5 Late-2,PLY,25,N19-0880,1,2021_PLY_LU 5 Late-2_25_N19-0880_1_NIR-08338
NIR-08337,119,2021,LU 5 Late-2,PLY,24,N19-0833,3,2021_PLY_LU 5 Late-2_24_N19-0833_3_NIR-08337
NIR-08336,53,2021,LU 5 Late-2,PLY,24,N19-0833,2,2021_PLY_LU 5 Late-2_24_N19-0833_2_NIR-08336
NIR-08335,37,2021,LU 5 Late-2,PLY,24,N19-0833,1,2021_PLY_LU 5 Late-2_24_N19-0833_1_NIR-08335
NIR-08334,103,2021,LU 5 Late-2,PLY,23,N19-0830,3,2021_PLY_LU 5 Late-2_23_N19-0830_3_NIR-08334
NIR-08333,50,2021,LU 5 Late-2,PLY,23,N19-0830,2,2021_PLY_LU 5 Late-2_23_N19-0830_2_NIR-08333
NIR-08332,11,2021,LU 5 Late-2,PLY,23,N19-0830,1,2021_PLY_LU 5 Late-2_23_N19-0830_1_NIR-08332
NIR-08331,102,2021,LU 5 Late-2,PLY,22,N19-0811,3,2021_PLY_LU 5 Late-2_22_N19-0811_3_NIR-08331
NIR-08330,78,2021,LU 5 Late-2,PLY,22,N19-0811,2,2021_PLY_LU 5 Late-2_22_N19-0811_2_NIR-08330
NIR-08329,24,2021,LU 5 Late-2,PLY,22,N19-0811,1,2021_PLY_LU 5 Late-2_22_N19-0811_1_NIR-08329
NIR-08328,97,2021,LU 5 Late-2,PLY,21,N19-0809,3,2021_PLY_LU 5 Late-2_21_N19-0809_3_NIR-08328
NIR-08327,44,2021,LU 5 Late-2,PLY,21,N19-0809,2,2021_PLY_LU 5 Late-2_21_N19-0809_2_NIR-08327
NIR-08326,36,2021,LU 5 Late-2,PLY,21,N19-0809,1,2021_PLY_LU 5 Late-2_21_N19-0809_1_NIR-08326
NIR-08325,90,2021,LU 5 Late-2,PLY,20,N19-0563,3,2021_PLY_LU 5 Late-2_20_N19-0563_3_NIR-08325
NIR-08324,72,2021,LU 5 Late-2,PLY,20,N19-0563,2,2021_PLY_LU 5 Late-2_20_N19-0563_2_NIR-08324
NIR-08323,20,2021,LU 5 Late-2,PLY,20,N19-0563,1,2021_PLY_LU 5 Late-2_20_N19-0563_1_NIR-08323
NIR-08322,112,2021,LU 5 Late-2,PLY,19,N19-0555,3,2021_PLY_LU 5 Late-2_19_N19-0555_3_NIR-08322
NIR-08321,52,2021,LU 5 Late-2,PLY,19,N19-0555,2,2021_PLY_LU 5 Late-2_19_N19-0555_2_NIR-08321
NIR-08320,1,2021,LU 5 Late-2,PLY,19,N19-0555,1,2021_PLY_LU 5 Late-2_19_N19-0555_1_NIR-08320
NIR-08319,96,2021,LU 5 Late-2,PLY,18,N19-0553,3,2021_PLY_LU 5 Late-2_18_N19-0553_3_NIR-08319
NIR-08318,70,2021,LU 5 Late-2,PLY,18,N19-0553,2,2021_PLY_LU 5 Late-2_18_N19-0553_2_NIR-08318
NIR-08317,25,2021,LU 5 Late-2,PLY,18,N19-0553,1,2021_PLY_LU 5 Late-2_18_N19-0553_1_NIR-08317
NIR-08316,92,2021,LU 5 Late-2,PLY,17,N19-0540,3,2021_PLY_LU 5 Late-2_17_N19-0540_3_NIR-08316
NIR-08315,76,2021,LU 5 Late-2,PLY,17,N19-0540,2,2021_PLY_LU 5 Late-2_17_N19-0540_2_NIR-08315
NIR-08314,8,2021,LU 5 Late-2,PLY,17,N19-0540,1,2021_PLY_LU 5 Late-2_17_N19-0540_1_NIR-08314
NIR-08313,107,2021,LU 5 Late-2,PLY,16,N19-0526,3,2021_PLY_LU 5 Late-2_16_N19-0526_3_NIR-08313
NIR-08312,67,2021,LU 5 Late-2,PLY,16,N19-0526,2,2021_PLY_LU 5 Late-2_16_N19-0526_2_NIR-08312
NIR-08311,31,2021,LU 5 Late-2,PLY,16,N19-0526,1,2021_PLY_LU 5 Late-2_16_N19-0526_1_NIR-08311
NIR-08310,111,2021,LU 5 Late-2,PLY,15,N19-0503,3,2021_PLY_LU 5 Late-2_15_N19-0503_3_NIR-08310
NIR-08309,51,2021,LU 5 Late-2,PLY,15,N19-0503,2,2021_PLY_LU 5 Late-2_15_N19-0503_2_NIR-08309
NIR-08308,16,2021,LU 5 Late-2,PLY,15,N19-0503,1,2021_PLY_LU 5 Late-2_15_N19-0503_1_NIR-08308
NIR-08307,85,2021,LU 5 Late-2,PLY,14,N19-0497,3,2021_PLY_LU 5 Late-2_14_N19-0497_3_NIR-08307
NIR-08306,71,2021,LU 5 Late-2,PLY,14,N19-0497,2,2021_PLY_LU 5 Late-2_14_N19-0497_2_NIR-08306
NIR-08305,3,2021,LU 5 Late-2,PLY,14,N19-0497,1,2021_PLY_LU 5 Late-2_14_N19-0497_1_NIR-08305
NIR-08304,83,2021,LU 5 Late-2,PLY,13,N19-0463,3,2021_PLY_LU 5 Late-2_13_N19-0463_3_NIR-08304
NIR-08303,66,2021,LU 5 Late-2,PLY,13,N19-0463,2,2021_PLY_LU 5 Late-2_13_N19-0463_2_NIR-08303
NIR-08302,33,2021,LU 5 Late-2,PLY,13,N19-0463,1,2021_PLY_LU 5 Late-2_13_N19-0463_1_NIR-08302
NIR-08301,84,2021,LU 5 Late-2,PLY,12,N19-0398,3,2021_PLY_LU 5 Late-2_12_N19-0398_3_NIR-08301
NIR-08300,47,2021,LU 5 Late-2,PLY,12,N19-0398,2,2021_PLY_LU 5 Late-2_12_N19-0398_2_NIR-08300
NIR-08299,23,2021,LU 5 Late-2,PLY,12,N19-0398,1,2021_PLY_LU 5 Late-2_12_N19-0398_1_NIR-08299
NIR-08298,95,2021,LU 5 Late-2,PLY,11,N19-0392,3,2021_PLY_LU 5 Late-2_11_N19-0392_3_NIR-08298
NIR-08297,55,2021,LU 5 Late-2,PLY,11,N19-0392,2,2021_PLY_LU 5 Late-2_11_N19-0392_2_NIR-08297
NIR-08296,5,2021,LU 5 Late-2,PLY,11,N19-0392,1,2021_PLY_LU 5 Late-2_11_N19-0392_1_NIR-08296
NIR-08295,109,2021,LU 5 Late-2,PLY,10,N19-0236,3,2021_PLY_LU 5 Late-2_10_N19-0236_3_NIR-08295
NIR-08294,57,2021,LU 5 Late-2,PLY,10,N19-0236,2,2021_PLY_LU 5 Late-2_10_N19-0236_2_NIR-08294
NIR-08293,12,2021,LU 5 Late-2,PLY,10,N19-0236,1,2021_PLY_LU 5 Late-2_10_N19-0236_1_NIR-08293
NIR-08292,98,2021,LU 5 Late-2,PLY,9,N19-0230,3,2021_PLY_LU 5 Late-2_9_N19-0230_3_NIR-08292
NIR-08291,56,2021,LU 5 Late-2,PLY,9,N19-0230,2,2021_PLY_LU 5 Late-2_9_N19-0230_2_NIR-08291
NIR-08290,39,2021,LU 5 Late-2,PLY,9,N19-0230,1,2021_PLY_LU 5 Late-2_9_N19-0230_1_NIR-08290
NIR-08289,100,2021,LU 5 Late-2,PLY,8,N19-0228,3,2021_PLY_LU 5 Late-2_8_N19-0228_3_NIR-08289
NIR-08288,77,2021,LU 5 Late-2,PLY,8,N19-0228,2,2021_PLY_LU 5 Late-2_8_N19-0228_2_NIR-08288
NIR-08287,9,2021,LU 5 Late-2,PLY,8,N19-0228,1,2021_PLY_LU 5 Late-2_8_N19-0228_1_NIR-08287
